x,y,z,f,scl1
-0.5102497,0.06519372,-0.089034446,0.0,0.0
0.24301426,-0.1533967,0.17182066,0.0,0.0
0.239276,0.08271067,-0.14030102,0.0,0.0
0.8706847,0.07528672,-0.06355523,0.0,0.0
0.5035769,-0.11951846,0.0012067686,0.0,0.0
0.13800612,0.045086663,-0.035740614,0.0,0.0
0.23877653,1.4913967e-06,0.02346541,0.0,0.0
0.7216774,-0.16928054,-0.1257778,0.0,0.0
0.63607633,0.008596538,-0.101461634,0.0,0.0
0.35250607,0.2597064,-0.026245166,0.0,0.0
0.6385818,0.016623015,-0.098017275,0.0,0.0
0.6603536,-0.0017170585,-0.0064192447,0.0,0.0
0.47805974,-0.0004057034,-0.04575887,0.0,0.0
0.6158073,-0.03316072,-0.15873116,0.0,0.0
0.0826433,0.09347199,-0.10246375,0.0,0.0
-0.8659635,-0.06959876,-0.12710062,0.0,0.0
0.30396456,-0.22116053,0.21578066,0.0,0.0
0.41609254,-0.09953346,0.11383737,0.0,0.0
0.08709824,-0.22306211,0.13256232,0.0,0.0
-0.2952126,0.0981237,-0.07225216,0.0,0.0
-0.299434,-0.19690311,0.06731868,0.0,0.0
-0.40222654,0.20148936,-0.010890194,0.0,0.0
0.5665635,0.09687836,-0.02406504,0.0,0.0
-0.115809806,0.12429561,-0.083393194,0.0,0.0
-0.010630031,0.23651709,-0.09206114,0.0,0.0
0.5406653,0.009848219,0.040222004,0.0,0.0
0.6691378,-0.17450011,-0.13113548,0.0,0.0
-0.30751333,0.54574335,-0.14372158,0.0,0.0
0.37877956,0.041951813,-0.076653,0.0,0.0
0.46054786,0.13862239,-0.13154732,0.0,0.0
0.56832176,-0.13349567,0.029036947,0.0,0.0
0.20766345,-0.12348262,0.011912044,0.0,0.0
0.0071573546,0.13223378,-0.13112794,0.0,0.0
-0.58088475,-0.14105262,0.06439988,0.0,0.0
0.068557866,-0.10579499,0.027186045,0.0,0.0
-0.3988978,-0.014372835,-0.011826249,0.0,0.0
0.24598347,0.25786605,-0.0771882,0.0,0.0
-0.18388924,-0.09883388,0.06389016,0.0,0.0
0.037817232,-0.0107994275,-0.053562548,0.0,0.0
0.7148641,0.00748996,-0.27809379,0.0,0.0
0.80021065,0.072639875,0.055817954,0.0,0.0
-0.9047462,-0.00020761893,-0.039356094,0.0,0.0
-0.51044464,0.2970667,0.14224625,0.0,0.0
0.6867764,-0.22225577,0.27580923,0.0,0.0
0.52945894,0.3070763,-0.11436891,0.0,0.0
0.738351,0.10002346,-0.017084641,0.0,0.0
-0.7532358,-0.13347794,-0.09178318,0.0,0.0
-0.2275323,0.25017747,-0.07992163,0.0,0.0
-0.5082916,-0.15332147,-0.217432,0.0,0.0
0.60053647,-0.045744576,0.07059439,0.0,0.0
0.43717346,-0.08258011,-0.1248862,0.0,0.0
-0.6197395,0.022227556,-0.107332475,0.0,0.0
-0.31671265,-0.13171525,-0.048724417,0.0,0.0
-0.63863796,0.0023339377,-0.11303693,0.0,0.0
-0.17853266,-0.033941254,0.014753179,0.0,0.0
0.2528524,-0.17625873,-0.160844,0.0,0.0
-0.14358525,-0.20676066,-0.023292273,0.0,0.0
0.47076648,-0.20588434,0.23516893,0.0,0.0
-0.57029915,-0.21510598,0.17653273,0.0,0.0
0.5012421,-0.1702528,0.14695267,0.0,0.0
0.50790054,-0.01680257,0.0138634425,0.0,0.0
-0.8475998,-0.2620015,0.15456784,0.0,0.0
0.39195448,-0.12548172,-0.1317969,0.0,0.0
0.13378717,-0.13486889,0.06107619,0.0,0.0
0.7489824,-0.06932176,-0.019041704,0.0,0.0
-0.101073764,0.19905575,-0.09710651,0.0,0.0
0.09946031,-0.11489055,0.0047275317,0.0,0.0
-0.13369213,0.0012216294,-0.011516145,0.0,0.0
0.5385862,-0.24906462,0.2509608,0.0,0.0
0.6265447,-0.052155357,-0.074681655,0.0,0.0
0.12634383,0.05594375,-0.0801239,0.0,0.0
-0.34496692,-0.19757368,-0.003944466,0.0,0.0
-0.24025807,-0.16571097,0.24557033,0.0,0.0
0.2994982,-0.082491234,0.104250826,0.0,0.0
-0.7387997,-0.1283667,0.09959044,0.0,0.0
-0.3067226,-0.032030534,0.026019858,0.0,0.0
0.015152458,-0.07914629,-0.09502808,0.0,0.0
0.018716589,0.09917768,-0.11325052,0.0,0.0
0.029350374,-0.16174899,0.021878134,0.0,0.0
-0.8117144,-0.14654815,0.044166207,0.0,0.0
0.51504505,0.10714858,-0.100302786,0.0,0.0
0.22295582,-0.08149697,0.034146816,0.0,0.0
0.285389,0.08802396,-0.16583498,0.0,0.0
-0.345308,0.19190933,-0.06650526,0.0,0.0
-0.6429844,0.14739448,-0.038097207,0.0,0.0
0.19511184,-0.06554313,0.0775357,0.0,0.0
-0.061772387,0.02216669,-0.15384793,0.0,0.0
0.11803416,-0.17352575,0.12477679,0.0,0.0
0.4079045,-0.13184635,-0.12032969,0.0,0.0
0.6881174,0.07355339,-0.086138874,0.0,0.0
0.7240824,0.32966,-0.19919446,0.0,0.0
0.1261565,-0.024423132,-0.01903306,0.0,0.0
-0.44296816,-0.18148334,-0.12745695,0.0,0.0
0.54459393,0.012475661,-0.0021089932,0.0,0.0
-0.6106285,-0.09837428,-0.08156416,0.0,0.0
0.14958033,0.14243941,-0.118041806,0.0,0.0
0.08934505,-0.1681617,0.14959528,0.0,0.0
0.51513636,0.08719807,-0.10207879,0.0,0.0
0.77381724,0.209464,-0.09444619,0.0,0.0
-0.8966999,0.4499695,-0.15286463,0.0,0.0
0.16311415,0.01877873,0.043797582,0.0,0.0
0.6988791,0.027143627,-0.02689103,0.0,0.0
0.22655284,-0.032404598,-0.19282281,0.0,0.0
0.187909,-0.23472418,0.13184103,0.0,0.0
-0.002270527,0.13947485,-0.12068854,0.0,0.0
-0.017274084,0.10947874,-0.059819963,0.0,0.0
0.43406624,-0.098104306,-0.030043479,0.0,0.0
-0.05523402,-0.061712235,-0.12514128,0.0,0.0
-0.59162676,-0.087669134,-0.095258065,0.0,0.0
0.32786807,0.027224278,0.044913936,0.0,0.0
-0.14242312,0.11670284,0.028717084,0.0,0.0
