x,y,z,f,scl1
0.54234815,0.021953313,-0.15645346,0.0,0.0
0.055570215,-0.115859054,0.07720507,0.0,0.0
-0.32622242,-0.58074135,-0.067506894,0.0,0.0
0.25282794,-0.14664482,0.1252489,0.0,0.0
-0.29035744,-0.20009795,0.054329935,0.0,0.0
-0.1787681,0.16408348,0.0016383172,0.0,0.0
0.54736865,-0.22896045,-0.09560604,0.0,0.0
0.35897648,-0.09945906,0.033769477,0.0,0.0
-0.66382545,0.18816106,-0.10786249,0.0,0.0
0.41438776,0.4831776,-0.07717543,0.0,0.0
0.26903674,-0.20244503,0.02550618,0.0,0.0
0.8346774,-0.15377198,-0.12208895,0.0,0.0
-0.09420253,0.0146670565,0.06872027,0.0,0.0
0.43017843,0.12385559,-0.09649865,0.0,0.0
-0.08730937,0.09262272,-0.022804622,0.0,0.0
-0.2802421,0.07112219,-0.029756853,0.0,0.0
0.0064054774,-0.083471514,-0.0010337175,0.0,0.0
-0.3904206,0.06751651,-0.12358303,0.0,0.0
0.11947494,0.18567209,-0.12673715,0.0,0.0
-0.73844516,-0.14766617,0.12964848,0.0,0.0
-0.19106476,0.028803274,-0.1201262,0.0,0.0
-0.3778489,-0.19715062,-0.016744724,0.0,0.0
-0.4711445,0.16107415,-0.022684239,0.0,0.0
0.31125942,-0.22372775,-0.010757212,0.0,0.0
-0.2324931,0.02445569,-0.103013605,0.0,0.0
0.124111935,0.054702103,-0.16090886,0.0,0.0
-0.877975,0.25549164,-0.16696426,0.0,0.0
-0.5520617,-0.14275382,0.12775342,0.0,0.0
-0.23957045,-0.20793034,0.1238629,0.0,0.0
0.0716799,-0.16013414,-0.021661272,0.0,0.0
0.5421131,-0.17204425,0.12073609,0.0,0.0
0.047814712,-0.23024887,0.07962541,0.0,0.0
0.017970009,0.048684075,-0.094888344,0.0,0.0
0.23884235,-0.08857925,0.030263718,0.0,0.0
-0.029150482,-0.18351462,0.2117878,0.0,0.0
0.36442664,0.06533754,0.00044812472,0.0,0.0
-0.40831977,0.036033377,-0.1095032,0.0,0.0
0.28902203,0.033598207,-0.09435312,0.0,0.0
0.17796487,-0.17650749,0.2153193,0.0,0.0
0.23704751,-0.106912866,0.09709405,0.0,0.0
-0.31236252,0.11574018,-0.00838309,0.0,0.0
0.6069317,-0.15092638,-0.0005757609,0.0,0.0
-0.637636,0.075040415,-0.04982182,0.0,0.0
-0.6923153,-0.10846103,-0.11759326,0.0,0.0
0.49247256,-0.22058961,0.24310447,0.0,0.0
0.56305146,-0.1383367,-0.15472451,0.0,0.0
-0.7703491,0.036458082,-0.08232532,0.0,0.0
-0.39346805,-0.08298838,0.11288872,0.0,0.0
-0.0688671,-0.16011451,-0.096869215,0.0,0.0
0.13762324,0.008992469,0.01608932,0.0,0.0
0.5822386,-0.024506886,-0.17933394,0.0,0.0
-0.6133115,-0.046967063,0.03208013,0.0,0.0
-0.6613487,-0.21961558,0.094778925,0.0,0.0
-0.06507145,-0.21810393,0.0149908755,0.0,0.0
0.42515522,-0.18262261,0.18776052,0.0,0.0
0.0012307282,-0.01914815,-0.0072759604,0.0,0.0
0.35803995,0.09396013,-0.02277485,0.0,0.0
-0.15963295,0.22045173,-0.09543316,0.0,0.0
-0.16705897,-0.053386178,-0.1468901,0.0,0.0
-0.2360422,0.2079556,-0.18329437,0.0,0.0
0.5053242,-0.11669723,-0.09082026,0.0,0.0
