x,y,z,f,scl1
0.7395845,-0.14119723,0.188018,0.0,0.0
0.22617069,-0.14036128,-0.06382927,0.0,0.0
0.27232167,0.25761288,0.04734522,0.0,0.0
0.40591127,0.19488108,-0.068326734,0.0,0.0
-0.56697446,-0.025705779,-0.065062016,0.0,0.0
-0.7593408,-0.05732857,-0.12709188,0.0,0.0
0.68383676,0.35629627,-0.10985816,0.0,0.0
0.25663647,0.033391234,-0.022135084,0.0,0.0
-0.5352701,-0.13600458,-0.08823596,0.0,0.0
-0.4375932,0.020266762,-0.07248789,0.0,0.0
-0.4618784,0.20404524,-0.10671344,0.0,0.0
-0.008450322,-0.040215854,0.15990992,0.0,0.0
-0.22768426,0.085757576,-0.098342255,0.0,0.0
0.73779875,-0.1280912,0.104026414,0.0,0.0
0.49680772,0.05284337,-0.07909811,0.0,0.0
-0.39693213,0.09398997,0.00862395,0.0,0.0
-0.7314911,-0.103932254,-0.0384841,0.0,0.0
-0.5291921,-0.15351306,0.016493276,0.0,0.0
0.14787944,-0.21055187,-0.009030677,0.0,0.0
0.14848314,0.3202995,-0.083321854,0.0,0.0
0.40224928,0.056389205,-0.0667595,0.0,0.0
0.25093716,-0.0733018,-0.09385283,0.0,0.0
-0.14793016,0.25841057,-0.056052722,0.0,0.0
0.5752633,0.3631474,-0.057812396,0.0,0.0
-0.23837323,0.23494461,-0.18500523,0.0,0.0
-0.028721273,-0.08149003,0.060820382,0.0,0.0
-0.32812518,-0.07171796,0.04987907,0.0,0.0
-0.75904924,0.20123303,-0.08881093,0.0,0.0
0.22378634,0.0027194927,-0.14725372,0.0,0.0
0.0056748507,-0.021441342,-0.036117885,0.0,0.0
0.7071543,-0.1571928,-0.07853257,0.0,0.0
-0.53741485,-0.0008807297,-0.069648065,0.0,0.0
-0.2878566,0.052136723,-0.009817556,0.0,0.0
0.33714843,-0.054570373,0.0724564,0.0,0.0
-0.24011911,0.14852487,0.026287213,0.0,0.0
0.3989837,-0.016848251,-0.055534363,0.0,0.0
-0.05454244,-0.14270172,0.24665661,0.0,0.0
-0.25898078,0.28887743,-0.012815303,0.0,0.0
0.14071113,-0.044265598,-0.0017412814,0.0,0.0
0.61548716,-0.029065497,0.09453443,0.0,0.0
0.18708253,-0.020125084,-0.08147965,0.0,0.0
-0.5476541,-0.106631614,0.04060272,0.0,0.0
-0.6156731,-0.13700107,0.05535779,0.0,0.0
-0.27634335,0.07117193,-0.10651093,0.0,0.0
0.020223802,0.07069884,-0.08213252,0.0,0.0
-0.15287814,-0.09660707,0.060141243,0.0,0.0
-0.30199933,-0.16256143,0.12485303,0.0,0.0
0.50321513,0.24272463,-0.17099631,0.0,0.0
0.4032001,-0.20906833,-0.008352625,0.0,0.0
0.28980243,0.15274966,-0.06432185,0.0,0.0
0.76241916,-0.16213249,0.04158516,0.0,0.0
0.52371496,-0.19492514,-0.008651306,0.0,0.0
0.6208719,-0.15345405,-0.09415129,0.0,0.0
-0.7271053,-0.040976137,-0.06290795,0.0,0.0
-0.104249574,-0.0673594,0.084532656,0.0,0.0
-0.29434532,-0.1213791,0.16703457,0.0,0.0
0.411644,-0.20239449,-0.11722799,0.0,0.0
0.104916655,-0.25639287,0.1439816,0.0,0.0
-0.62197244,-0.057700977,0.02435322,0.0,0.0
-0.14096592,-0.10838239,0.17641212,0.0,0.0
-0.48674574,0.13802917,-0.06927236,0.0,0.0
-0.16400257,-0.13745745,-0.12447613,0.0,0.0
0.40737447,-0.1273005,0.14678761,0.0,0.0
0.18224739,-0.15065682,0.22572856,0.0,0.0
0.13130416,0.06732524,-0.06277817,0.0,0.0
0.74161994,-0.0025811652,-0.14913541,0.0,0.0
0.73853725,-0.058825128,0.018637965,0.0,0.0
-0.32422543,-0.1335462,0.19610271,0.0,0.0
0.17028815,-0.18439782,0.18287873,0.0,0.0
0.44639745,-0.022920102,0.085554786,0.0,0.0
-0.68288064,0.049477827,0.06494166,0.0,0.0
0.47126594,0.06404922,-0.04372815,0.0,0.0
0.50133,-0.1616642,-0.011228305,0.0,0.0
0.32759035,0.07814537,-0.07935191,0.0,0.0
-0.85819376,-0.10255489,-0.1364451,0.0,0.0
0.05686137,-0.04662753,-0.15003428,0.0,0.0
-0.46048146,-0.008097117,-0.081355326,0.0,0.0
0.3866433,0.061391592,-0.1883811,0.0,0.0
-0.6926346,-0.23761857,-0.108114965,0.0,0.0
0.11296455,-0.13458332,-0.09662168,0.0,0.0
0.1796863,0.25812462,-0.13018544,0.0,0.0
-0.6825253,-0.15156251,0.07246253,0.0,0.0
0.22539122,-0.0845167,0.07258316,0.0,0.0
-0.7427145,-0.096023254,-0.03178268,0.0,0.0
0.020689353,-0.24937247,-0.011400941,0.0,0.0
-0.19842422,-0.08426091,0.0020634048,0.0,0.0
0.06507356,-0.20382626,-0.03500333,0.0,0.0
0.5451745,0.317169,0.13950606,0.0,0.0
-0.39510217,0.20845558,-0.09288224,0.0,0.0
0.65398866,0.036252744,-0.20371093,0.0,0.0
-0.49727824,-0.124880485,0.06762084,0.0,0.0
0.48054504,0.12489541,-0.12722073,0.0,0.0
-0.35080823,-0.13635047,0.059461594,0.0,0.0
0.8589445,-0.033739902,-0.073590524,0.0,0.0
-0.90888613,-0.30658007,0.2172147,0.0,0.0
0.039928738,-0.20445864,-0.10023989,0.0,0.0
0.032955214,0.08444184,-0.11567286,0.0,0.0
0.92999125,-0.0543935,0.10892592,0.0,0.0
