x,y,z,f,scl1
-0.26201755,-0.1392025,-0.07160242,0.0,0.0
-0.6175211,0.025707185,-0.028625036,0.0,0.0
0.35149443,-0.06683888,-0.012525241,0.0,0.0
0.4582019,-0.1877977,-0.07199838,0.0,0.0
-0.2695179,-0.072591655,-0.112999834,0.0,0.0
-0.72802037,-0.17148687,-0.059539426,0.0,0.0
0.12564836,-0.21451959,0.13667314,0.0,0.0
0.16953933,0.16846897,-0.1491777,0.0,0.0
0.57527167,-0.09514403,0.10863466,0.0,0.0
0.6423933,-0.07688832,-0.034507886,0.0,0.0
-0.7761256,-0.05314621,-0.027916119,0.0,0.0
-0.3458713,-0.005749854,0.009106994,0.0,0.0
0.37898833,-0.14894181,0.07612733,0.0,0.0
-0.5594109,7.576303e-05,-0.045357715,0.0,0.0
0.6138374,0.34629133,0.040673677,0.0,0.0
0.40258428,0.042805865,-0.12158295,0.0,0.0
-0.20800483,0.102034576,0.00047071325,0.0,0.0
0.21821503,0.08129126,-0.13343309,0.0,0.0
0.2794364,-0.04405964,-0.05637137,0.0,0.0
-0.47283173,-0.25047696,-0.041880548,0.0,0.0
-0.8862008,0.0077773705,-0.036970694,0.0,0.0
0.5660333,0.14654247,-0.14947952,0.0,0.0
0.2780808,-0.1598569,0.18740098,0.0,0.0
-0.46779397,-0.013209156,-0.03616256,0.0,0.0
-0.99215347,-0.17725764,0.03307437,0.0,0.0
-0.11528419,0.100494534,-0.14824593,0.0,0.0
0.33920306,-0.054243453,-0.059861362,0.0,0.0
-0.01187653,-0.094692506,0.15553713,0.0,0.0
-0.43560958,0.012671562,-0.01812477,0.0,0.0
0.42632717,0.06980827,-0.12960845,0.0,0.0
-0.3879597,0.08440091,-0.015376141,0.0,0.0
0.68334556,-0.14422488,0.2180602,0.0,0.0
0.58349246,0.035023667,-0.074990556,0.0,0.0
0.344986,0.19574594,-0.10194783,0.0,0.0
-0.65187854,0.24534732,-0.116410024,0.0,0.0
-0.05284226,-0.09918686,-0.05594819,0.0,0.0
0.12978113,-0.04047722,-0.11373307,0.0,0.0
0.4787729,-0.12412521,-0.042968504,0.0,0.0
-0.8148004,-0.057094786,0.039889976,0.0,0.0
-0.009481704,-0.050642323,-0.11496708,0.0,0.0
0.25733888,-0.2329324,0.10954349,0.0,0.0
-0.52584743,-0.00068203954,-0.1283842,0.0,0.0
0.43859097,-0.014760918,0.094814174,0.0,0.0
0.55288094,-0.18646538,0.17892945,0.0,0.0
0.06328973,-0.01703683,-0.11711734,0.0,0.0
0.35943365,-0.28982306,0.44221893,0.0,0.0
0.55684185,-0.21552345,0.13533661,0.0,0.0
-0.024736254,0.03388512,0.2445995,0.0,0.0
-0.01240054,-0.13620988,0.21172859,0.0,0.0
-0.19957244,0.32967037,-0.106689684,0.0,0.0
0.11218992,-0.1287792,0.15574448,0.0,0.0
0.02372314,-0.11442881,0.19619276,0.0,0.0
0.02825412,-0.00254843,0.021808427,0.0,0.0
0.5716706,0.12746479,0.013524328,0.0,0.0
0.32791618,0.19850571,0.003030145,0.0,0.0
0.3336122,-0.18163955,-0.07570061,0.0,0.0
-0.67405266,0.023863547,-0.1615449,0.0,0.0
0.32553905,-0.091351554,0.11981479,0.0,0.0
0.03752274,-0.11952434,0.21036953,0.0,0.0
-0.8395644,0.16511786,-0.018860258,0.0,0.0
-0.7611558,-0.09087255,-0.043482356,0.0,0.0
0.091950424,-0.17295368,0.00036249767,0.0,0.0
0.66963476,-0.04029163,-0.08744331,0.0,0.0
0.2518233,0.1889526,-0.08688726,0.0,0.0
0.4491702,-0.12167419,0.08069392,0.0,0.0
-0.16899166,-0.1026999,-0.14789641,0.0,0.0
0.066398375,-0.19790468,0.024086775,0.0,0.0
0.4388005,0.029242087,-0.08622036,0.0,0.0
0.5984793,-0.15977299,-0.1015676,0.0,0.0
0.5012962,-0.09866866,0.16416357,0.0,0.0
-0.5922562,0.053154595,-0.08369218,0.0,0.0
-0.3649655,0.045547266,-0.0337027,0.0,0.0
-0.3336445,-0.02221977,-0.13607502,0.0,0.0
0.5233619,-0.2257961,0.22351949,0.0,0.0
-0.24130504,-0.19444403,-0.07928048,0.0,0.0
-0.09441209,0.056588527,-0.16077316,0.0,0.0
-0.14607616,0.228064,-0.10588022,0.0,0.0
-0.6285358,0.06844635,-0.02803958,0.0,0.0
-0.09843135,-0.15123534,0.17809744,0.0,0.0
0.063260116,0.120058104,-0.13914996,0.0,0.0
0.23018102,0.022364166,-0.01369498,0.0,0.0
0.62560153,0.48201773,-0.09738125,0.0,0.0
-0.4067554,-0.13675399,-0.08647692,0.0,0.0
0.33294004,0.25735012,-0.13454531,0.0,0.0
-0.41931435,0.1023854,-0.11042732,0.0,0.0
0.29734117,-0.049141865,0.122131854,0.0,0.0
-0.5159592,0.061511382,0.04662083,0.0,0.0
0.01217642,0.14900698,-0.0779092,0.0,0.0
-0.08719023,-0.12921119,0.21871512,0.0,0.0
0.4148022,-0.014261683,-0.053515393,0.0,0.0
0.6479348,0.3199451,-0.02524011,0.0,0.0
0.4987618,0.066172026,-0.027340166,0.0,0.0
0.5322244,0.11251405,-0.04312781,0.0,0.0
0.27420872,0.25037968,-0.10886248,0.0,0.0
0.25697806,-0.083422676,0.13310526,0.0,0.0
-0.4325926,0.02548202,-0.11565926,0.0,0.0
0.3256623,0.04352646,0.19984284,0.0,0.0
-0.10412633,0.08531786,-0.10443372,0.0,0.0
0.16373742,-0.09209752,0.0015584994,0.0,0.0
-0.08172257,0.3646683,-0.10908127,0.0,0.0
0.10200514,-0.108473696,0.045716852,0.0,0.0
0.43153712,-0.087127484,-0.07003267,0.0,0.0
0.7206554,0.06704779,-0.092906795,0.0,0.0
-0.78490114,-0.1583751,-0.14519235,0.0,0.0
-0.10762254,0.1526875,-0.06388166,0.0,0.0
-0.72388464,-0.00035582006,-0.07590209,0.0,0.0
-0.8043501,-0.014240683,-0.10576489,0.0,0.0
-0.0930554,-0.095660016,0.1433129,0.0,0.0
-0.22748324,0.0005001337,-0.029181413,0.0,0.0
-0.589663,-0.11744929,0.15760593,0.0,0.0
0.22481741,-0.090287946,0.079454824,0.0,0.0
0.043360285,-0.016417762,-0.0025879708,0.0,0.0
-0.6725068,0.024077494,-0.006673334,0.0,0.0
0.27035937,-0.16671251,0.039189328,0.0,0.0
-0.41722202,-0.030250354,0.055304877,0.0,0.0
-0.34423956,-0.109843634,-0.044390142,0.0,0.0
0.33158165,0.31376204,-0.04161992,0.0,0.0
0.4055644,0.22386126,-0.09949866,0.0,0.0
0.23289667,-0.08558086,0.030824406,0.0,0.0
0.5255218,-0.08336362,0.00207905,0.0,0.0
0.43786117,-0.00625473,-0.048849907,0.0,0.0
0.680352,-0.19410296,0.07129768,0.0,0.0
0.56938565,-0.06597234,0.07226947,0.0,0.0
0.72655314,-0.20236297,-0.041610096,0.0,0.0
0.18030989,-0.09866052,-0.13794959,0.0,0.0
0.2900237,-0.103514045,0.038712632,0.0,0.0
0.335088,0.23685297,-0.09910052,0.0,0.0
-0.18400016,-0.06811416,-0.021864414,0.0,0.0
0.36800995,-0.18168582,0.0901411,0.0,0.0
0.27506745,0.26533395,-0.093436375,0.0,0.0
-0.6305201,-0.007503222,0.05670911,0.0,0.0
0.1868293,-0.041067652,-0.012197926,0.0,0.0
0.13402374,0.10523934,0.03357815,0.0,0.0
0.5357993,0.08041403,-0.07864486,0.0,0.0
-0.12664919,-0.06293489,-0.16596484,0.0,0.0
0.09655243,0.025500072,-0.060261287,0.0,0.0
-0.31797042,-0.05038439,-0.007840601,0.0,0.0
0.43510377,0.07922447,-0.035393056,0.0,0.0
-0.03355667,-0.17231458,-0.1123593,0.0,0.0
-0.044265985,-0.31261462,-0.005352861,0.0,0.0
-0.52724624,0.030565437,-0.07340463,0.0,0.0
0.28340003,0.017688617,-0.091177605,0.0,0.0
0.5276699,-0.14142914,-0.15734842,0.0,0.0
0.47155136,-0.111198835,0.14786659,0.0,0.0
0.62148225,0.05761278,-0.098966375,0.0,0.0
0.31702954,-0.18027821,-0.10366816,0.0,0.0
-0.449086,-0.1445542,0.22764002,0.0,0.0
0.51797336,-0.11943793,0.19261347,0.0,0.0
-0.59943587,0.031253938,-0.1180143,0.0,0.0
-0.7206115,-0.104717515,-0.01676872,0.0,0.0
-0.3934946,-0.022011308,-0.046560377,0.0,0.0
-0.72558165,-0.31144622,-0.11327876,0.0,0.0
-0.05308701,-0.17578773,0.16381909,0.0,0.0
0.236192,0.026452534,-0.07912392,0.0,0.0
-0.1469211,-0.047802918,0.03189806,0.0,0.0
0.5381441,-0.11393808,-0.15247048,0.0,0.0
0.070550404,-0.21227022,0.31496778,0.0,0.0
-0.06726191,0.22908148,-0.056074806,0.0,0.0
